date,state,tot_doses,doses,dose1,dose2,tot_ind
09/06/2021,Chandigarh,387273,2354,311860,75413,311860
10/06/2021,Chandigarh,389571,2298,314057,75514,314057
11/06/2021,Chandigarh,395515,5944,319892,75623,319892
12/06/2021,Chandigarh,401380,5865,325649,75731,325649
13/06/2021,Chandigarh,405319,3939,329564,75755,329564
14/06/2021,Chandigarh,412175,6856,336282,75893,336282
15/06/2021,Chandigarh,419164,6989,343058,76106,343058
16/06/2021,Chandigarh,425495,6331,349204,76291,349204
17/06/2021,Chandigarh,432584,7089,356082,76502,356082
18/06/2021,Chandigarh,440585,8001,363813,76772,363813
19/06/2021,Chandigarh,450057,9472,372899,77158,372899
20/06/2021,Chandigarh,453577,3520,376354,77223,376354
21/06/2021,Chandigarh,460426,6849,382966,77460,382966
22/06/2021,Chandigarh,468436,8010,390586,77850,390586
23/06/2021,Chandigarh,475527,7091,397301,78226,397301
24/06/2021,Chandigarh,482326,6799,403380,78946,403380
25/06/2021,Chandigarh,489480,7154,409614,79866,
26/06/2021,Chandigarh,498862,9382,417304,81558,
27/06/2021,Chandigarh,504126,5264,421745,82381,
28/06/2021,Chandigarh,511843,7717,427780,84063,
29/06/2021,Chandigarh,519880,8037,434020,85860,
30/06/2021,Chandigarh,526877,6997,439301,87576,
01/07/2021,Chandigarh,533897,7020,444544,89353,
02/07/2021,Chandigarh,541103,7206,449392,91711,
03/07/2021,Chandigarh,551586,10483,456634,94952,
04/07/2021,Chandigarh,558150,6564,461440,96710,
05/07/2021,Chandigarh,566601,8451,467197,99404,
06/07/2021,Chandigarh,574184,7583,472038,102146,
07/07/2021,Chandigarh,580735,6551,476076,104659,
08/07/2021,Chandigarh,586654,5919,479535,107119,
09/07/2021,Chandigarh,594496,7842,483886,110610,
10/07/2021,Chandigarh,605255,10759,490212,115043,
11/07/2021,Chandigarh,611733,6478,494636,117097,
12/07/2021,Chandigarh,620721,8988,500328,120393,
13/07/2021,Chandigarh,628577,7856,505214,123363,
14/07/2021,Chandigarh,646643,18066,520502,126141,
15/07/2021,Chandigarh,655179,8536,525981,129198,
16/07/2021,Chandigarh,664346,9167,531740,132606,
17/07/2021,Chandigarh,676154,11808,538909,137245,
18/07/2021,Chandigarh,684417,8263,544177,140240,
19/07/2021,Chandigarh,693228,8811,549385,143843,
20/07/2021,Chandigarh,703489,10261,554918,148571,
21/07/2021,Chandigarh,711040,7551,558850,152190,
22/07/2021,Chandigarh,720736,9696,563735,157001,
23/07/2021,Chandigarh,731391,10655,569452,161939,
24/07/2021,Chandigarh,745126,13735,576913,168213,
25/07/2021,Chandigarh,752626,7500,581613,171013,
26/07/2021,Chandigarh,761995,9369,587081,174914,
27/07/2021,Chandigarh,771657,9662,592744,178913,
28/07/2021,Chandigarh,780708,9051,597901,182807,
29/07/2021,Chandigarh,789355,8647,603124,186231,
30/07/2021,Chandigarh,798368,9013,608006,190362,
31/07/2021,Chandigarh,817144,18776,621982,195162,
01/08/2021,Chandigarh,844437,27293,646859,197578,
02/08/2021,Chandigarh,852218,7781,651891,200327,
03/08/2021,Chandigarh,863331,11113,659902,203429,
04/08/2021,Chandigarh,870600,7269,664509,206091,
05/08/2021,Chandigarh,878332,7732,669284,209048,
06/08/2021,Chandigarh,892796,14464,679894,212902,
07/08/2021,Chandigarh,904840,12044,686609,218231,
08/08/2021,Chandigarh,911473,6633,690815,220658,
09/08/2021,Chandigarh,923819,12346,700285,223534,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Chhattisgarh,1040,1040,1040,0,1040
17/01/2021,Chhattisgarh,1040,0,1040,0,1040
18/01/2021,Chhattisgarh,1656,616,1656,0,1656
19/01/2021,Chhattisgarh,2014,358,2014,0,2014
20/01/2021,Chhattisgarh,3351,1337,3351,0,3351
21/01/2021,Chhattisgarh,5752,2401,5752,0,5752
22/01/2021,Chhattisgarh,5807,55,5807,0,5807
23/01/2021,Chhattisgarh,12185,6378,12185,0,12185
24/01/2021,Chhattisgarh,12506,321,12506,0,12506
25/01/2021,Chhattisgarh,24018,11512,24018,0,24018
26/01/2021,Chhattisgarh,24120,102,24120,0,24120
27/01/2021,Chhattisgarh,36363,12243,36363,0,36363
28/01/2021,Chhattisgarh,46869,10506,46869,0,46869
29/01/2021,Chhattisgarh,47318,449,47318,0,47318
30/01/2021,Chhattisgarh,57446,10128,57446,0,57446
31/01/2021,Chhattisgarh,57455,9,57455,0,57455
01/02/2021,Chhattisgarh,61482,4027,61482,0,61482
02/02/2021,Chhattisgarh,64509,3027,64509,0,64509
03/02/2021,Chhattisgarh,86044,21535,86044,0,86044
04/02/2021,Chhattisgarh,115725,29681,115725,0,115725
05/02/2021,Chhattisgarh,135072,19347,135072,0,135072
06/02/2021,Chhattisgarh,153515,18443,153515,0,153515
07/02/2021,Chhattisgarh,153531,16,153531,0,153531
08/02/2021,Chhattisgarh,168873,15342,168873,0,168873
09/02/2021,Chhattisgarh,182898,14025,182898,0,182898
10/02/2021,Chhattisgarh,201792,18894,201792,0,201792
11/02/2021,Chhattisgarh,218958,17166,218958,0,218958
12/02/2021,Chhattisgarh,234012,15054,234012,0,234012
13/02/2021,Chhattisgarh,249169,15157,248307,862,248307
14/02/2021,Chhattisgarh,250235,1066,249309,926,249309
15/02/2021,Chhattisgarh,277098,26863,271832,5266,271832
16/02/2021,Chhattisgarh,294241,17143,287420,6821,287420
17/02/2021,Chhattisgarh,312728,18487,302752,9976,302752
18/02/2021,Chhattisgarh,329628,16900,315032,14596,315032
19/02/2021,Chhattisgarh,348220,18592,331802,16418,331802
20/02/2021,Chhattisgarh,362135,13915,341230,20905,341230
21/02/2021,Chhattisgarh,363144,1009,342208,20936,342208
22/02/2021,Chhattisgarh,380439,17295,351864,28575,351864
23/02/2021,Chhattisgarh,389928,9489,358547,31381,358547
24/02/2021,Chhattisgarh,405172,15244,365643,39529,365643
25/02/2021,Chhattisgarh,420647,15475,372248,48399,372248
26/02/2021,Chhattisgarh,428473,7826,376718,51755,376718
27/02/2021,Chhattisgarh,428473,0,376718,51755,376718
28/02/2021,Chhattisgarh,428473,0,376718,51755,376718
01/03/2021,Chhattisgarh,428473,0,376718,51755,376718
02/03/2021,Chhattisgarh,459117,30644,397759,61358,397759
03/03/2021,Chhattisgarh,488780,29663,417448,71332,417448
04/03/2021,Chhattisgarh,533925,45145,445300,88625,445300
05/03/2021,Chhattisgarh,578118,44193,474620,103498,474620
06/03/2021,Chhattisgarh,632575,54457,512183,120392,512183
07/03/2021,Chhattisgarh,634619,2044,514086,120533,514086
08/03/2021,Chhattisgarh,684432,49813,551009,133423,551009
09/03/2021,Chhattisgarh,600698,-83734,456120,144578,600698
10/03/2021,Chhattisgarh,649606,48908,489919,159687,649606
11/03/2021,Chhattisgarh,654318,4712,493373,160945,654318
12/03/2021,Chhattisgarh,700964,46646,524628,176336,700964
13/03/2021,Chhattisgarh,757035,56071,565547,191488,757035
14/03/2021,Chhattisgarh,764290,7255,572176,192114,764290
15/03/2021,Chhattisgarh,840424,76134,632277,208147,840424
16/03/2021,Chhattisgarh,1043000,202576,821735,221265,821735
17/03/2021,Chhattisgarh,1155353,112353,920994,234359,920994
18/03/2021,Chhattisgarh,1233656,78303,987493,246163,987493
19/03/2021,Chhattisgarh,1300911,67255,1043993,256918,1043993
20/03/2021,Chhattisgarh,1382139,81228,1115002,267137,1115002
21/03/2021,Chhattisgarh,1390076,7937,1122049,268027,1122049
22/03/2021,Chhattisgarh,1446236,56160,1170273,275963,1170273
23/03/2021,Chhattisgarh,1492021,45785,1207717,284304,1207717
24/03/2021,Chhattisgarh,1536898,44877,1246634,290264,1246634
25/03/2021,Chhattisgarh,1596613,59715,1300439,296174,1300439
26/03/2021,Chhattisgarh,1660268,63655,1359811,300457,1359811
27/03/2021,Chhattisgarh,1773189,112921,1468773,304416,1468773
28/03/2021,Chhattisgarh,1807760,34571,1502883,304877,1502883
29/03/2021,Chhattisgarh,1808453,693,1503420,305033,1503420
30/03/2021,Chhattisgarh,1863632,55179,1554803,308829,1554803
31/03/2021,Chhattisgarh,1977918,114286,1662021,315897,1662021
01/04/2021,Chhattisgarh,2113279,135361,1791743,321536,1791743
02/04/2021,Chhattisgarh,2420539,307260,2089641,330898,2089641
03/04/2021,Chhattisgarh,2645394,224855,2307001,338393,2307001
04/04/2021,Chhattisgarh,2954955,309561,2607721,347234,2607721
05/04/2021,Chhattisgarh,3071531,116576,2718779,352752,2718779
06/04/2021,Chhattisgarh,3170579,99048,2812713,357866,2812713
07/04/2021,Chhattisgarh,3399416,228837,3031106,368310,3031106
08/04/2021,Chhattisgarh,3705558,306142,3322112,383446,3322112
09/04/2021,Chhattisgarh,3935158,229600,3540293,394865,3540293
10/04/2021,Chhattisgarh,4127809,192651,3721410,406399,3721410
11/04/2021,Chhattisgarh,4303664,175855,3888257,415407,3888257
12/04/2021,Chhattisgarh,4462366,158702,4033441,428925,4033441
13/04/2021,Chhattisgarh,4559739,97373,4121532,438207,4121532
14/04/2021,Chhattisgarh,4634362,74623,4186570,447792,4186570
15/04/2021,Chhattisgarh,4680227,45865,4223870,456357,4223870
16/04/2021,Chhattisgarh,4749614,69387,4280059,469555,4280059
17/04/2021,Chhattisgarh,4870174,120560,4376707,493467,4376707
18/04/2021,Chhattisgarh,4956412,86238,4448418,507994,4448418
19/04/2021,Chhattisgarh,5043193,86781,4516858,526335,4516858
20/04/2021,Chhattisgarh,5102706,59513,4561812,540894,4561812
21/04/2021,Chhattisgarh,5146543,43837,4594052,552491,4594052
22/04/2021,Chhattisgarh,5212126,65583,4642296,569830,4642296
23/04/2021,Chhattisgarh,5272734,60608,4686119,586615,4686119
24/04/2021,Chhattisgarh,5324210,51476,4721290,602920,4721290
25/04/2021,Chhattisgarh,5362347,38137,4746201,616146,4746201
26/04/2021,Chhattisgarh,5406298,43951,4772454,633844,4772454
27/04/2021,Chhattisgarh,5438541,32243,4791314,647227,4791314
28/04/2021,Chhattisgarh,5469617,31076,4807697,661920,4807697
29/04/2021,Chhattisgarh,5507510,37893,4823914,683596,4823914
30/04/2021,Chhattisgarh,5570909,63399,4853003,717906,4853003
01/05/2021,Chhattisgarh,5620382,49473,4876021,744361,4876021
02/05/2021,Chhattisgarh,5646987,26605,4887659,759328,4887659
03/05/2021,Chhattisgarh,5684458,37471,4902668,781790,4902668
04/05/2021,Chhattisgarh,5715512,31054,4914311,801201,4914311
05/05/2021,Chhattisgarh,5746229,30717,4925570,820659,4925570
06/05/2021,Chhattisgarh,5786848,40619,4939907,846941,4939907
07/05/2021,Chhattisgarh,5815669,28821,4950080,865589,4950080
08/05/2021,Chhattisgarh,5842656,26987,4958357,884299,4958357
09/05/2021,Chhattisgarh,5857150,14494,4963503,893647,4963503
10/05/2021,Chhattisgarh,5906806,49656,4978422,928384,4978422
11/05/2021,Chhattisgarh,5956903,50097,4993821,963082,4993821
12/05/2021,Chhattisgarh,5996204,39301,5010466,985738,5010466
13/05/2021,Chhattisgarh,6046459,50255,5028824,1017635,5028824
14/05/2021,Chhattisgarh,6095570,49111,5044873,1050697,5044873
15/05/2021,Chhattisgarh,6138265,42695,5058803,1079462,5058803
16/05/2021,Chhattisgarh,6142785,4520,5062151,1080634,5062151
17/05/2021,Chhattisgarh,6149696,6911,5067225,1082471,5067225
18/05/2021,Chhattisgarh,6155825,6129,5072140,1083685,5072140
19/05/2021,Chhattisgarh,6162226,6401,5077038,1085188,5077038
20/05/2021,Chhattisgarh,6169020,6794,5081726,1087294,5081726
21/05/2021,Chhattisgarh,6175778,6758,5086685,1089093,5086685
22/05/2021,Chhattisgarh,6183624,7846,5092839,1090785,5092839
23/05/2021,Chhattisgarh,6188816,5192,5097092,1091724,5097092
24/05/2021,Chhattisgarh,6195690,6874,5102121,1093569,5102121
25/05/2021,Chhattisgarh,6201165,5475,5105905,1095260,5105905
26/05/2021,Chhattisgarh,6207632,6467,5110865,1096767,5110865
27/05/2021,Chhattisgarh,6211851,4219,5113867,1097984,5113867
28/05/2021,Chhattisgarh,6221398,9547,5121403,1099995,5121403
29/05/2021,Chhattisgarh,6229290,7892,5127168,1102122,5127168
30/05/2021,Chhattisgarh,6233466,4176,5130182,1103284,5130182
31/05/2021,Chhattisgarh,6240528,7062,5134658,1105870,5134658
01/06/2021,Chhattisgarh,6252505,11977,5139437,1113068,5139437
02/06/2021,Chhattisgarh,6260124,7619,5143077,1117047,5143077
03/06/2021,Chhattisgarh,6267748,7624,5146027,1121721,5146027
04/06/2021,Chhattisgarh,6274404,6656,5148601,1125803,5148601
05/06/2021,Chhattisgarh,6282084,7680,5151405,1130679,5151405
06/06/2021,Chhattisgarh,6285625,3541,5152970,1132655,5152970
07/06/2021,Chhattisgarh,6290982,5357,5155182,1135800,5155182
08/06/2021,Chhattisgarh,6296915,5933,5157533,1139382,5157533
09/06/2021,Chhattisgarh,6304358,7443,5160281,1144077,5160281
10/06/2021,Chhattisgarh,6311317,6959,5162838,1148479,5162838
11/06/2021,Chhattisgarh,6318147,6830,5165344,1152803,5165344
12/06/2021,Chhattisgarh,6325547,7400,5168451,1157096,5168451
13/06/2021,Chhattisgarh,6330309,4762,5170438,1159871,5170438
14/06/2021,Chhattisgarh,6337979,7670,5173815,1164164,5173815
15/06/2021,Chhattisgarh,6344469,6490,5176603,1167866,5176603
16/06/2021,Chhattisgarh,6350848,6379,5179502,1171346,5179502
17/06/2021,Chhattisgarh,6357584,6736,5182271,1175313,5182271
18/06/2021,Chhattisgarh,6365119,7535,5185507,1179612,5185507
19/06/2021,Chhattisgarh,6375229,10110,5189635,1185594,5189635
20/06/2021,Chhattisgarh,6380490,5261,5192061,1188429,5192061
21/06/2021,Chhattisgarh,6480379,99889,5278123,1202256,5278123
22/06/2021,Chhattisgarh,6605593,125214,5386159,1219434,5386159
23/06/2021,Chhattisgarh,6783572,177979,5541241,1242331,5541241
24/06/2021,Chhattisgarh,7020698,237126,5739810,1280888,5739810
25/06/2021,Chhattisgarh,7245933,225235,5918014,1327919,
26/06/2021,Chhattisgarh,7602182,356249,6211885,1390297,
27/06/2021,Chhattisgarh,7821930,219748,6380368,1441562,
28/06/2021,Chhattisgarh,8104281,282351,6602957,1501324,
29/06/2021,Chhattisgarh,8313712,209431,6766414,1547298,
30/06/2021,Chhattisgarh,8453345,139633,6879610,1573735,
01/07/2021,Chhattisgarh,8588153,134808,6996558,1591595,
02/07/2021,Chhattisgarh,8680874,92721,7076496,1604378,
03/07/2021,Chhattisgarh,8823500,142626,7167424,1656076,
04/07/2021,Chhattisgarh,8904745,81245,7217817,1686928,
05/07/2021,Chhattisgarh,9001750,97005,7279827,1721923,
06/07/2021,Chhattisgarh,9044519,42769,7307678,1736841,
07/07/2021,Chhattisgarh,9065399,20880,7321544,1743855,
08/07/2021,Chhattisgarh,9152127,86728,7374760,1777367,
09/07/2021,Chhattisgarh,9258662,106535,7438953,1819709,
10/07/2021,Chhattisgarh,9331192,72530,7492006,1839186,
11/07/2021,Chhattisgarh,9350244,19052,7506260,1843984,
12/07/2021,Chhattisgarh,9371010,20766,7521061,1849949,
13/07/2021,Chhattisgarh,9381749,10739,7528635,1853114,
14/07/2021,Chhattisgarh,9630813,249064,7744106,1886707,
15/07/2021,Chhattisgarh,9676220,45407,7769158,1907062,
16/07/2021,Chhattisgarh,9691397,15177,7778039,1913358,
17/07/2021,Chhattisgarh,9876604,185207,7889111,1987493,
18/07/2021,Chhattisgarh,9951458,74854,7939192,2012266,
19/07/2021,Chhattisgarh,10109053,157595,8041911,2067142,
20/07/2021,Chhattisgarh,10244935,135882,8135158,2109777,
21/07/2021,Chhattisgarh,10291464,46529,8170833,2120631,
22/07/2021,Chhattisgarh,10341831,50367,8207768,2134063,
23/07/2021,Chhattisgarh,10375583,33752,8232424,2143159,
24/07/2021,Chhattisgarh,10417072,41489,8262459,2154613,
25/07/2021,Chhattisgarh,10486913,69841,8308316,2178597,
26/07/2021,Chhattisgarh,10562418,75505,8363088,2199330,
27/07/2021,Chhattisgarh,10608626,46208,8395689,2212937,
28/07/2021,Chhattisgarh,10647064,38438,8422153,2224911,
29/07/2021,Chhattisgarh,10753709,106645,8494366,2259343,
30/07/2021,Chhattisgarh,10850626,96917,8563013,2287613,
31/07/2021,Chhattisgarh,10953455,102829,8632804,2320651,
01/08/2021,Chhattisgarh,11081805,128350,8748715,2333090,
02/08/2021,Chhattisgarh,11127137,45332,8775131,2352006,
03/08/2021,Chhattisgarh,11181365,54228,8808298,2373067,
04/08/2021,Chhattisgarh,11223885,42520,8829395,2394490,
05/08/2021,Chhattisgarh,11381768,157883,8917133,2464635,
06/08/2021,Chhattisgarh,11593716,211948,9069399,2524317,
07/08/2021,Chhattisgarh,11685860,92144,9123044,2562816,
08/08/2021,Chhattisgarh,11710567,24707,9136504,2574063,
09/08/2021,Chhattisgarh,11769177,58610,9181482,2587695,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Dadra and Nagar Haveli and Daman and Diu,23,23,23,0,23
17/01/2021,Dadra and Nagar Haveli and Daman and Diu,23,0,23,0,23
18/01/2021,Dadra and Nagar Haveli and Daman and Diu,15,-8,15,0,15
19/01/2021,Dadra and Nagar Haveli and Daman and Diu,31,16,31,0,31
20/01/2021,Dadra and Nagar Haveli and Daman and Diu,31,0,31,0,31
21/01/2021,Dadra and Nagar Haveli and Daman and Diu,78,47,78,0,78
22/01/2021,Dadra and Nagar Haveli and Daman and Diu,113,35,113,0,113
23/01/2021,Dadra and Nagar Haveli and Daman and Diu,280,167,280,0,280
24/01/2021,Dadra and Nagar Haveli and Daman and Diu,312,32,312,0,312
25/01/2021,Dadra and Nagar Haveli and Daman and Diu,362,50,362,0,362
26/01/2021,Dadra and Nagar Haveli and Daman and Diu,362,0,362,0,362
27/01/2021,Dadra and Nagar Haveli and Daman and Diu,404,42,404,0,404
28/01/2021,Dadra and Nagar Haveli and Daman and Diu,559,155,559,0,559
29/01/2021,Dadra and Nagar Haveli and Daman and Diu,706,147,706,0,706
30/01/2021,Dadra and Nagar Haveli and Daman and Diu,852,146,852,0,852
31/01/2021,Dadra and Nagar Haveli and Daman and Diu,856,4,856,0,856
01/02/2021,Dadra and Nagar Haveli and Daman and Diu,1038,182,1038,0,1038
02/02/2021,Dadra and Nagar Haveli and Daman and Diu,1181,143,1181,0,1181
03/02/2021,Dadra and Nagar Haveli and Daman and Diu,1421,240,1421,0,1421
04/02/2021,Dadra and Nagar Haveli and Daman and Diu,1681,260,1681,0,1681
05/02/2021,Dadra and Nagar Haveli and Daman and Diu,1931,250,1931,0,1931
06/02/2021,Dadra and Nagar Haveli and Daman and Diu,2255,324,2255,0,2255
07/02/2021,Dadra and Nagar Haveli and Daman and Diu,2255,0,2255,0,2255
08/02/2021,Dadra and Nagar Haveli and Daman and Diu,2329,74,2329,0,2329
09/02/2021,Dadra and Nagar Haveli and Daman and Diu,2567,238,2567,0,2567
10/02/2021,Dadra and Nagar Haveli and Daman and Diu,3309,742,3309,0,3309
11/02/2021,Dadra and Nagar Haveli and Daman and Diu,3672,363,3672,0,3672
12/02/2021,Dadra and Nagar Haveli and Daman and Diu,3931,259,3931,0,3931
13/02/2021,Dadra and Nagar Haveli and Daman and Diu,4131,200,4060,71,4060
14/02/2021,Dadra and Nagar Haveli and Daman and Diu,4131,0,4060,71,4060
15/02/2021,Dadra and Nagar Haveli and Daman and Diu,4425,294,4347,78,4347
16/02/2021,Dadra and Nagar Haveli and Daman and Diu,4754,329,4590,164,4590
17/02/2021,Dadra and Nagar Haveli and Daman and Diu,5483,729,5295,188,5295
18/02/2021,Dadra and Nagar Haveli and Daman and Diu,5776,293,5569,207,5569
19/02/2021,Dadra and Nagar Haveli and Daman and Diu,6504,728,6174,330,6174
20/02/2021,Dadra and Nagar Haveli and Daman and Diu,6841,337,6376,465,6376
21/02/2021,Dadra and Nagar Haveli and Daman and Diu,6841,0,6376,465,6376
22/02/2021,Dadra and Nagar Haveli and Daman and Diu,7003,162,6488,515,6488
23/02/2021,Dadra and Nagar Haveli and Daman and Diu,7061,58,6539,522,6539
24/02/2021,Dadra and Nagar Haveli and Daman and Diu,7135,74,6609,526,6609
25/02/2021,Dadra and Nagar Haveli and Daman and Diu,7675,540,7077,598,7077
26/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,303,7304,674,7304
27/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,0,7304,674,7304
28/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,0,7304,674,7304
01/03/2021,Dadra and Nagar Haveli and Daman and Diu,7978,0,7304,674,7304
02/03/2021,Dadra and Nagar Haveli and Daman and Diu,9433,1455,8469,964,8469
03/03/2021,Dadra and Nagar Haveli and Daman and Diu,7675,-1758,7077,598,7077
04/03/2021,Dadra and Nagar Haveli and Daman and Diu,7978,303,7304,674,7304
05/03/2021,Dadra and Nagar Haveli and Daman and Diu,7978,0,7304,674,7304
06/03/2021,Dadra and Nagar Haveli and Daman and Diu,13130,5152,11246,1884,11246
07/03/2021,Dadra and Nagar Haveli and Daman and Diu,13138,8,11254,1884,11254
08/03/2021,Dadra and Nagar Haveli and Daman and Diu,13858,720,11841,2017,11841
09/03/2021,Dadra and Nagar Haveli and Daman and Diu,12668,-1190,10402,2266,12668
10/03/2021,Dadra and Nagar Haveli and Daman and Diu,13669,1001,11023,2646,13669
11/03/2021,Dadra and Nagar Haveli and Daman and Diu,13669,0,11023,2646,13669
12/03/2021,Dadra and Nagar Haveli and Daman and Diu,14781,1112,11749,3032,14781
13/03/2021,Dadra and Nagar Haveli and Daman and Diu,15595,814,12345,3250,15595
14/03/2021,Dadra and Nagar Haveli and Daman and Diu,15595,0,12345,3250,15595
15/03/2021,Dadra and Nagar Haveli and Daman and Diu,16581,986,13044,3537,16581
16/03/2021,Dadra and Nagar Haveli and Daman and Diu,19497,2916,15828,3669,15828
17/03/2021,Dadra and Nagar Haveli and Daman and Diu,21037,1540,17143,3894,17143
18/03/2021,Dadra and Nagar Haveli and Daman and Diu,21695,658,17573,4122,17573
19/03/2021,Dadra and Nagar Haveli and Daman and Diu,22889,1194,18481,4408,18481
20/03/2021,Dadra and Nagar Haveli and Daman and Diu,23782,893,19170,4612,19170
21/03/2021,Dadra and Nagar Haveli and Daman and Diu,23840,58,19218,4622,19218
